"","Avg_Target_WCM","Avg_Production_WCM","Avg_WCM_Ratio","Avg_Error_Rate","Avg_Accuracy_Rate","Avg_WF"
"2practice-input.csv",5,3.85714285714286,0.771428571428571,0.119047619047619,0.880952380952381,2.54692838828571
"practice-input.csv",5.2,4.2,0.807692307692308,0.09375,0.90625,2.9531625128
